code_site,adresse,operateur,mise_en_serv,mise_en_serv_4g,mise_en_serv_5g_3500,mise_en_serv_5g_700,type,ardt,geo_shape,geo_point_2d
00000211U8,211 Rue championnet,ORANGE,2016-06-14,2016-06-14,2021-06-03,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.330912788068058, 48.89370813273632], 'type': 'Point'}, 'properties': {}}","{'lon': 2.330912788068058, 'lat': 48.89370813273632}"
75120_019_01,211 Avenue gambetta,FREE MOBILE,2013-11-14,2013-11-14,2022-08-29,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.404980000582413, 48.87359999977998], 'type': 'Point'}, 'properties': {}}","{'lon': 2.404980000582413, 'lat': 48.87359999977998}"
T15888,216 Avenue jean jaures,BOUYGUES,1999-12-23,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3935663074267155, 48.888740108033424], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3935663074267155, 'lat': 48.888740108033424}"
00080169U8,22 Rue léon jouhaux,ORANGE,2011-04-21,2013-08-29,,,3G/4G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3658659997901452, 48.86955900034742], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3658659997901452, 'lat': 48.86955900034742}"
T10921,22 Rue de l'interne loeb,BOUYGUES,1997-08-22,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3539707305521302, 48.82194212507055], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3539707305521302, 'lat': 48.82194212507055}"
750309,223 Rue des pyrenees,SFR,2022-04-15,,,,2G/3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.399584500208124, 48.863196000419265], 'type': 'Point'}, 'properties': {}}","{'lon': 2.399584500208124, 'lat': 48.863196000419265}"
75109_047_01,23 Rue de mogador,FREE MOBILE,2021-12-03,2021-12-03,2022-12-21,,3G/4G/5G,75109,"{'type': 'Feature', 'geometry': {'coordinates': [2.331269999331108, 48.87518400008942], 'type': 'Point'}, 'properties': {}}","{'lon': 2.331269999331108, 'lat': 48.87518400008942}"
T18375,228 Rue de rivoli,BOUYGUES,2018-12-19,,,,,75001,"{'type': 'Feature', 'geometry': {'coordinates': [2.3281020000216035, 48.86519399983], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3281020000216035, 'lat': 48.86519399983}"
75108_067_01,23 Rue de moscou,FREE MOBILE,2019-07-31,2019-10-15,2022-04-29,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.323804500051704, 48.881043000114005], 'type': 'Point'}, 'properties': {}}","{'lon': 2.323804500051704, 'lat': 48.881043000114005}"
75117_086_01,24 Rue de prony,FREE MOBILE,2020-07-17,2020-07-17,2021-03-19,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3067449999956207, 48.88135799966143], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3067449999956207, 'lat': 48.88135799966143}"
75118_073_02,24-26 Rue raymond queneau,FREE MOBILE,2020-12-13,2020-12-13,2021-04-15,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.360627999352602, 48.89543400004355], 'type': 'Point'}, 'properties': {}}","{'lon': 2.360627999352602, 'lat': 48.89543400004355}"
750081,25-31 rue pradier,SFR,2021-04-07,,,,2G/3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3827932922768063, 48.87673411265817], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3827932922768063, 'lat': 48.87673411265817}"
75114_010_05,253 Boulevard raspail,FREE MOBILE,2015-07-03,2015-07-03,,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3313330003803814, 48.8380859996162], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3313330003803814, 'lat': 48.8380859996162}"
75116_094_12,27 Rue de la pompe,FREE MOBILE,2019-11-12,2019-11-12,2024-07-16,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.274898500211827, 48.86034300020991], 'type': 'Point'}, 'properties': {}}","{'lon': 2.274898500211827, 'lat': 48.86034300020991}"
00000062U7,27-29 Rue de l'abbé groult,ORANGE,2013-04-22,2014-01-15,2023-12-11,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.294923500228168, 48.841685999913125], 'type': 'Point'}, 'properties': {}}","{'lon': 2.294923500228168, 'lat': 48.841685999913125}"
00000135U7,284 Boulevard saint germain,ORANGE,2012-11-29,2013-12-04,2024-03-14,,3G/4G/5G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.3205492538419934, 48.861587137910206], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3205492538419934, 'lat': 48.861587137910206}"
T16584,3 Rue marbeau,BOUYGUES,2019-05-16,,,,,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.281216500177171, 48.87397800015626], 'type': 'Point'}, 'properties': {}}","{'lon': 2.281216500177171, 'lat': 48.87397800015626}"
75113_031_01,30 Rue nationale,FREE MOBILE,2013-09-24,2013-09-25,2022-01-04,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3682825003254058, 48.82390200044292], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3682825003254058, 'lat': 48.82390200044292}"
00000072U7,32 Rue georges v,ORANGE,2012-07-31,2013-07-18,2023-01-24,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3013899998223843, 48.86890199975292], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3013899998223843, 'lat': 48.86890199975292}"
75119_065_03,33-37 Rue gaston tessier,FREE MOBILE,2021-01-27,2021-01-27,2021-03-19,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3739119994452285, 48.8960820002657], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3739119994452285, 'lat': 48.8960820002657}"
751256,35 Rue fessart,SFR,2022-10-10,,,,2G/3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.385314999759695, 48.876696000142054], 'type': 'Point'}, 'properties': {}}","{'lon': 2.385314999759695, 'lat': 48.876696000142054}"
T10658,35 Rue victor masse,BOUYGUES,2013-10-01,,,,,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.337011999596449, 48.88094400024702], 'type': 'Point'}, 'properties': {}}","{'lon': 2.337011999596449, 'lat': 48.88094400024702}"
T96492,36 Rue de vaugirard,BOUYGUES,2019-02-13,,,,,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3356017480590925, 48.84932013179979], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3356017480590925, 'lat': 48.84932013179979}"
T15819,368 Rue de vaugirard,BOUYGUES,2013-10-01,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.290518000366406, 48.83425199962445], 'type': 'Point'}, 'properties': {}}","{'lon': 2.290518000366406, 'lat': 48.83425199962445}"
T35865,38 Rue de l'echiquier,BOUYGUES,2021-06-18,,,,,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3492789999951667, 48.87179099968293], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3492789999951667, 'lat': 48.87179099968293}"
753540,39 Boulevard du port royal,SFR,2022-04-15,,,,2G/3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3451933367268554, 48.83751057709343], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3451933367268554, 'lat': 48.83751057709343}"
75114_054_01,4 Boulevard brune,FREE MOBILE,2019-12-26,2019-12-26,2021-03-19,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.304643499575281, 48.82766399972486], 'type': 'Point'}, 'properties': {}}","{'lon': 2.304643499575281, 'lat': 48.82766399972486}"
75118_065_11,4 Rue eugène carrière,FREE MOBILE,2021-08-30,2021-08-30,2021-09-02,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.332192499352966, 48.88894500029941], 'type': 'Point'}, 'properties': {}}","{'lon': 2.332192499352966, 'lat': 48.88894500029941}"
75101_017_01,4 Rue cambon,FREE MOBILE,2019-06-26,2019-06-25,2023-01-19,,3G/4G/5G,75001,"{'type': 'Feature', 'geometry': {'coordinates': [2.3255307604027724, 48.866483135982946], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3255307604027724, 'lat': 48.866483135982946}"
00034787U5,4 Square auguste renoir,ORANGE,2024-11-27,2024-11-27,2024-11-27,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3087520001567863, 48.82749299962999], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3087520001567863, 'lat': 48.82749299962999}"
7510051986,40 Boulevard auguste blanqui,SFR,2023-12-15,,,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3507144999933347, 48.830229000221856], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3507144999933347, 'lat': 48.830229000221856}"
751229,40 Rue de la tombe issoire,SFR,2022-01-06,,,,2G/3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3345054998257058, 48.83096699976654], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3345054998257058, 'lat': 48.83096699976654}"
T15832,42 Rue sorbier,BOUYGUES,2013-10-01,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.3931494994088927, 48.865490999843026], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3931494994088927, 'lat': 48.865490999843026}"
T10609,44 Avenue jean jaurès,BOUYGUES,2013-06-21,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.37403799996641, 48.883625999675175], 'type': 'Point'}, 'properties': {}}","{'lon': 2.37403799996641, 'lat': 48.883625999675175}"
75112_057_01,45 Route de la pyramide,FREE MOBILE,2021-08-30,2021-08-30,,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.4506330316803226, 48.82951705926145], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4506330316803226, 'lat': 48.82951705926145}"
75113_082_01,4-6 Boulevard auguste blanqui,FREE MOBILE,2021-11-22,2021-11-22,2021-12-02,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3537114999043425, 48.831182999998965], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3537114999043425, 'lat': 48.831182999998965}"
T15918,48 Avenue de la republique,BOUYGUES,2013-11-03,,,,,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.374272000522657, 48.8651669999423], 'type': 'Point'}, 'properties': {}}","{'lon': 2.374272000522657, 'lat': 48.8651669999423}"
7510051974,49 Rue de la grange aux belles,SFR,2022-12-27,,,,2G/3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3685704999092847, 48.876452999876726], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3685704999092847, 'lat': 48.876452999876726}"
75106_004_06,5 Bis rue joseph bara,FREE MOBILE,2015-06-22,2015-08-26,2022-12-01,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3340014997780747, 48.842225999817046], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3340014997780747, 'lat': 48.842225999817046}"
750311,5 Rue gaston darboux,SFR,2021-05-10,,,,2G/3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.369686500239684, 48.89922300019206], 'type': 'Point'}, 'properties': {}}","{'lon': 2.369686500239684, 'lat': 48.89922300019206}"
75118_019_05,51 Rue letort,FREE MOBILE,2014-05-12,2014-06-19,,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3436360002405228, 48.89657699976127], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3436360002405228, 'lat': 48.89657699976127}"
75118_018_06,52 Rue championnet,FREE MOBILE,2017-10-09,2017-10-09,,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3477265004310564, 48.89573999985222], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3477265004310564, 'lat': 48.89573999985222}"
753605,52 Avenue victor hugo,SFR,,,,,2G/3G/4G,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.2879439998823106, 48.87090900005727], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2879439998823106, 'lat': 48.87090900005727}"
75117_091_01,53-55 Rue legendre,FREE MOBILE,2023-12-13,2023-12-13,,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.316451780316108, 48.88558856417017], 'type': 'Point'}, 'properties': {}}","{'lon': 2.316451780316108, 'lat': 48.88558856417017}"
00006220U5,54 Quai de la rapée,ORANGE,2013-11-06,2017-11-06,2024-06-25,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.372047256904034, 48.842813117588626], 'type': 'Point'}, 'properties': {}}","{'lon': 2.372047256904034, 'lat': 48.842813117588626}"
00000073U7,54 Rue michel ange,ORANGE,2012-07-11,2013-08-12,2024-06-04,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2607532141892843, 48.84401016196481], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2607532141892843, 'lat': 48.84401016196481}"
757367,57 Boulevard des invalides,SFR,2022-04-01,,,,2G/3G/4G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.31605100034325, 48.848328000191025], 'type': 'Point'}, 'properties': {}}","{'lon': 2.31605100034325, 'lat': 48.848328000191025}"
75113_013_07,6 Boulevard vincent auriol,FREE MOBILE,2016-10-17,2016-11-03,,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.372944845606185, 48.83742058825702], 'type': 'Point'}, 'properties': {}}","{'lon': 2.372944845606185, 'lat': 48.83742058825702}"
751338,6 Rue gandon,SFR,2022-12-30,,,,2G/3G/4G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.360551499614237, 48.82215600009029], 'type': 'Point'}, 'properties': {}}","{'lon': 2.360551499614237, 'lat': 48.82215600009029}"
750898,6 Rue victor masse,SFR,2024-05-31,,,,3G/4G,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.339747999575961, 48.880583999771524], 'type': 'Point'}, 'properties': {}}","{'lon': 2.339747999575961, 'lat': 48.880583999771524}"
750028,60 Boulevard lannes,SFR,,,,,2G/3G/4G,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.269811737902013, 48.86478215755601], 'type': 'Point'}, 'properties': {}}","{'lon': 2.269811737902013, 'lat': 48.86478215755601}"
75116_040_25,61 Rue chardon lagache,FREE MOBILE,2019-04-03,2019-05-02,2023-01-19,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2645038027022477, 48.84238854364176], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2645038027022477, 'lat': 48.84238854364176}"
00080198U7,64 Avenue théophile gauthier,ORANGE,2014-02-19,2014-02-19,2024-11-25,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2695282224694475, 48.84804215845569], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2695282224694475, 'lat': 48.84804215845569}"
756041,64 Rue michel ange,SFR,2022-02-01,,,,2G/3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.259819000541987, 48.84291000017784], 'type': 'Point'}, 'properties': {}}","{'lon': 2.259819000541987, 'lat': 48.84291000017784}"
75111_016_22,67-69 avenue parmentier,FREE MOBILE,2019-04-24,2019-03-01,,,3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.375208000028883, 48.8641230002001], 'type': 'Point'}, 'properties': {}}","{'lon': 2.375208000028883, 'lat': 48.8641230002001}"
75118_030_01,69 Rue riquet,FREE MOBILE,2015-08-12,2015-08-12,,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3624552923804107, 48.889836583564225], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3624552923804107, 'lat': 48.889836583564225}"
753571,7 Rue ernest cresson,SFR,2022-05-31,,,,2G/3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3295195002147735, 48.83250599990902], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3295195002147735, 'lat': 48.83250599990902}"
751157,76 Rue saint lazare,SFR,2022-10-31,,,,2G/3G/4G/5G,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.330111770781919, 48.87610413344615], 'type': 'Point'}, 'properties': {}}","{'lon': 2.330111770781919, 'lat': 48.87610413344615}"
75117_066_12,78 Avenue de villiers,FREE MOBILE,2021-02-03,2021-02-03,2021-03-19,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.30372100044749, 48.884192999707416], 'type': 'Point'}, 'properties': {}}","{'lon': 2.30372100044749, 'lat': 48.884192999707416}"
75115_130_01,7-9 Rue villa mistral,FREE MOBILE,2023-11-30,2023-11-30,,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.28611249957927, 48.83859900008925], 'type': 'Point'}, 'properties': {}}","{'lon': 2.28611249957927, 'lat': 48.83859900008925}"
00000019U7,8 Villa du parc montsouris,ORANGE,2014-12-10,2015-12-18,2020-12-04,,3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3340807224801154, 48.82206813274195], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3340807224801154, 'lat': 48.82206813274195}"
752813,82 Rue blomet,SFR,2022-11-08,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.301992999731518, 48.84152400019566], 'type': 'Point'}, 'properties': {}}","{'lon': 2.301992999731518, 'lat': 48.84152400019566}"
75116_119_07,83 Avenue paul doumer,FREE MOBILE,2023-01-20,2023-01-20,2023-02-28,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.276838000498184, 48.85892099975084], 'type': 'Point'}, 'properties': {}}","{'lon': 2.276838000498184, 'lat': 48.85892099975084}"
750071,86 Rue de la federation,SFR,2021-05-10,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2979772368433045, 48.85272214679276], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2979772368433045, 'lat': 48.85272214679276}"
75113_105_01,89 Rue de patay,FREE MOBILE,2024-02-22,2024-02-22,2024-04-05,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3722920005910297, 48.826971000362285], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3722920005910297, 'lat': 48.826971000362285}"
T36268,93 Rue pernety,BOUYGUES,2022-06-16,,,,,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3155829999822988, 48.83530499985345], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3155829999822988, 'lat': 48.83530499985345}"
T15884,99 Boulevard mac donald,BOUYGUES,2000-01-11,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.384908311963395, 48.89829811166682], 'type': 'Point'}, 'properties': {}}","{'lon': 2.384908311963395, 'lat': 48.89829811166682}"
75119_004_02,99 Boulevard macdonald,FREE MOBILE,2012-05-18,2013-10-03,2024-11-26,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3848112922854896, 48.898296592619594], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3848112922854896, 'lat': 48.898296592619594}"
T10125,Allée des fortifications,BOUYGUES,2013-10-01,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.2618276746394406, 48.85591620533585], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2618276746394406, 'lat': 48.85591620533585}"
75105_027_01,Rue des fosses saint bernard,FREE MOBILE,2015-10-14,2015-10-14,,,3G/4G/5G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.3549829440554206, 48.848599793892525], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3549829440554206, 'lat': 48.848599793892525}"
75110_045_01,39 Boulevard de la chapelle,FREE MOBILE,2019-05-31,2019-05-31,,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.358396000217329, 48.88416599960565], 'type': 'Point'}, 'properties': {}}","{'lon': 2.358396000217329, 'lat': 48.88416599960565}"
75113_073_01,47 Rue du javelot,FREE MOBILE,2019-07-22,2019-07-22,2022-04-07,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3652809999411026, 48.82474799955352], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3652809999411026, 'lat': 48.82474799955352}"
T16762,1 Rue aumont thieville,BOUYGUES,2024-09-26,,,,,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.2890464997942064, 48.88359900034358], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2890464997942064, 'lat': 48.88359900034358}"
00000452U7,1 Place porte de versailles,ORANGE,2011-01-11,2013-04-10,2024-12-26,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.288688872915879, 48.83199404574294], 'type': 'Point'}, 'properties': {}}","{'lon': 2.288688872915879, 'lat': 48.83199404574294}"
75112_012_02,1 Rue corbineau,FREE MOBILE,2014-03-07,2014-03-07,2023-01-12,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3814000006331977, 48.83879700044663], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3814000006331977, 'lat': 48.83879700044663}"
T10995,1 Rue des fosses st bernard,BOUYGUES,2013-10-01,,,,,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.356213499920945, 48.84917399966014], 'type': 'Point'}, 'properties': {}}","{'lon': 2.356213499920945, 'lat': 48.84917399966014}"
00008722U5,1 Rue paul bodin,ORANGE,2013-08-06,2019-11-22,2023-05-26,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3170904998156816, 48.892634999788676], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3170904998156816, 'lat': 48.892634999788676}"
